id,vote,name,party
person,vote,name,party
400004,No,Rep. Robert Aderholt [R],Republican
400030,Aye,Rep. Sanford Bishop [D],Democrat
400033,Aye,Rep. Earl Blumenauer [D],Democrat
400052,No,Rep. Michael Burgess [R],Republican
400057,No,Rep. Ken Calvert [R],Republican
400068,No,Rep. John R. Carter [R],Republican
400069,Aye,Rep. Ed Case [D],Democrat
400075,Aye,Rep. James “Jim” Clyburn [D],Democrat
400077,No,Rep. Tom Cole [R],Republican
400093,Aye,Rep. Danny Davis [D],Democrat
400101,Aye,Rep. Diana DeGette [D],Democrat
400103,Aye,Rep. Rosa DeLauro [D],Democrat
400108,No,Rep. Mario Diaz-Balart [R],Republican
400111,Aye,Rep. Lloyd Doggett [D],Democrat
400124,Aye,Rep. Anna Eshoo [D],Democrat
400157,No,Rep. Kay Granger [R],Republican
400158,No,Rep. Sam Graves [R],Republican
400162,Aye,Rep. Raúl Grijalva [D],Democrat
400189,Aye,Rep. Steny Hoyer [D],Democrat
400196,No,Rep. Darrell Issa [R],Republican
400199,Aye,Rep. Sheila Jackson Lee [D],Democrat
400211,Aye,Rep. Marcy Kaptur [D],Democrat
400232,Aye,Rep. Rick Larsen [D],Democrat
400233,Not Voting,Rep. John Larson [D],Democrat
400237,Aye,Rep. Barbara Lee [D],Democrat
400245,Aye,Rep. Zoe Lofgren [D],Democrat
400247,No,Rep. Frank Lucas [R],Republican
400249,Aye,Rep. Stephen Lynch [D],Democrat
400259,Aye,Rep. Betty McCollum [D],Democrat
400263,Aye,Rep. James “Jim” McGovern [D],Democrat
400271,Aye,Rep. Gregory Meeks [D],Democrat
400289,Aye,Rep. Jerrold Nadler [D],Democrat
400290,Aye,Rep. Grace Napolitano [D],Democrat
400291,Aye,Rep. Richard Neal [D],Democrat
400308,Aye,Rep. Frank Pallone [D],Democrat
400309,Aye,Rep. Bill Pascrell [D],Democrat
400314,Aye,Rep. Nancy Pelosi [D],Democrat
400340,No,Rep. Harold “Hal” Rogers [R],Republican
400341,No,Rep. Mike Rogers [R],Republican
400349,Aye,Rep. A. Dutch Ruppersberger [D],Democrat
400355,Aye,Rep. Linda Sánchez [D],Democrat
400360,Aye,Rep. Janice “Jan” Schakowsky [D],Democrat
400361,Aye,Rep. Adam Schiff [D],Democrat
400363,Aye,Rep. David Scott [D],Democrat
400364,Aye,Rep. Robert “Bobby” Scott [D],Democrat
400367,No,Rep. Pete Sessions [R],Republican
400371,Aye,Rep. Brad Sherman [D],Democrat
400376,No,Rep. Michael “Mike” Simpson [R],Republican
400379,Aye,Rep. Adam Smith [D],Democrat
400380,No,Rep. Christopher “Chris” Smith [R],Republican
400402,Aye,Rep. Bennie Thompson [D],Democrat
400403,Aye,Rep. Mike Thompson [D],Democrat
400411,No,Rep. Michael Turner [R],Republican
400416,Aye,Rep. Nydia Velázquez [D],Democrat
400422,Aye,Rep. Maxine Waters [D],Democrat
400433,No,Rep. Joe Wilson [R],Republican
400618,Aye,Rep. Jim Costa [D],Democrat
400623,Aye,Rep. Debbie Wasserman Schultz [D],Democrat
400639,Aye,Rep. Emanuel Cleaver [D],Democrat
400641,Aye,Rep. Brian Higgins [D],Democrat
400643,No,Rep. Virginia Foxx [R],Republican
400644,No,Rep. Patrick McHenry [R],Republican
400653,Aye,Rep. Al Green [D],Democrat
400654,No,Rep. Michael McCaul [R],Republican
400657,Aye,Rep. Henry Cuellar [D],Democrat
400659,No,Rep. Cathy Anne McMorris Rodgers [R],Republican
400661,Aye,Rep. Gwen Moore [D],Democrat
400663,Aye,Rep. Doris Matsui [D],Democrat
407672,Aye,Rep. Kweisi Mfume [D],Democrat
412190,No,Rep. Kevin McCarthy [R],Republican
412191,No,Rep. Doug Lamborn [R],Republican
412193,Aye,Rep. Joe Courtney [D],Democrat
412195,Aye,Rep. Kathy Castor [D],Democrat
412196,No,Rep. Vern Buchanan [R],Republican
412199,Aye,Rep. Henry C. “Hank” Johnson [D],Democrat
412212,Aye,Rep. John Sarbanes [D],Democrat
412213,No,Rep. Tim Walberg [R],Republican
412217,No,Rep. Adrian Smith [R],Republican
412221,Aye,Rep. Yvette Clarke [D],Democrat
412226,No,Rep. Jim Jordan [R],Republican
412236,Aye,Rep. Steve Cohen [D],Democrat
412250,No,Rep. Gus Bilirakis [R],Republican
412255,No,Rep. Robert Wittman [R],Republican
412256,No,Rep. Robert Latta [R],Republican
412257,Aye,Rep. Bill Foster [D],Democrat
412258,Aye,Rep. André Carson [D],Democrat
412261,No,Rep. Steve Scalise [R],Republican
412272,Aye,Rep. Gerald Connolly [D],Democrat
412278,No,Rep. Brett Guthrie [R],Republican
412282,Aye,Rep. James “Jim” Himes [D],Democrat
412292,No,Rep. Blaine Luetkemeyer [R],Republican
412295,No,Rep. Tom McClintock [R],Republican
412307,Aye,Rep. Chellie Pingree [D],Democrat
412309,No,Rep. Bill Posey [R],Republican
412317,No,Rep. Glenn Thompson [R],Republican
412318,Aye,Rep. Dina Titus [D],Democrat
412319,Aye,Rep. Paul Tonko [D],Democrat
412331,Aye,Rep. Mike Quigley [D],Democrat
412379,Aye,Rep. Judy Chu [D],Democrat
412382,Aye,Rep. John Garamendi [D],Democrat
412396,Aye,Rep. Terri Sewell [D],Democrat
412397,No,Rep. Paul Gosar [R],Republican
412399,No,Rep. David Schweikert [R],Republican
412400,No,Rep. Eric “Rick” Crawford [R],Republican
412402,No,Rep. Steve Womack [R],Republican
412410,No,Rep. Daniel Webster [R],Republican
412412,Aye,Rep. Frederica Wilson [D],Democrat
412417,No,Rep. Austin Scott [R],Republican
412427,No,Rep. Larry Bucshon [R],Republican
412434,No,Rep. Andy Harris [R],Republican
412435,Aye,Rep. William R. Keating [D],Democrat
412437,No,Rep. Bill Huizenga [R],Republican
412460,No,Rep. Bill Johnson [R],Republican
412465,No,Rep. Mike Kelly [R],Republican
412470,Aye,"Rep. David Cicilline [D, 2011-2023]",Democrat
412472,No,Rep. Jeff Duncan [R],Republican
412476,No,Rep. Charles “Chuck” Fleischmann [R],Republican
412477,No,Rep. Scott DesJarlais [R],Republican
412485,No,Rep. Morgan Griffith [R],Republican
412500,No,Rep. Mark Amodei [R],Republican
412501,Aye,Rep. Suzanne Bonamici [D],Democrat
412503,No,Rep. Thomas Massie [R],Republican
412505,Aye,Rep. Suzan DelBene [D],Democrat
412506,Aye,Rep. Donald Payne Jr. [D],Democrat
412510,No,Rep. Doug LaMalfa [R],Republican
412511,Aye,Rep. Jared Huffman [D],Democrat
412512,Aye,Rep. Ami Bera [D],Democrat
