red
red
blue
blue
red
red
red
red
blue
red
blue
blue
red
blue
blue
blue
blue
blue
blue
red
blue
blue
blue
blue
red
red
blue
blue
blue
blue
blue
blue
blue
red
red
blue
blue
blue
blue
blue
blue
blue
red
blue
blue
blue
blue
blue
blue
blue
blue
blue
red
blue
blue
blue
blue
red
red
blue
blue
blue
blue
blue
blue
blue
blue
blue
red
blue
blue
red
red
blue
red
blue
blue
red
red
red
blue
blue
red
blue
red
red
blue
blue
blue
blue
blue
red
blue
red
red
red
blue
red
red
red
blue
red
blue
blue
blue
blue
red
red
blue
blue
blue
red
blue
blue
blue
blue
red
red
blue
red
blue
blue
red
red
red
blue
blue
blue
red
blue
red
blue
blue
red
blue
red
red
blue
red
red
blue
blue
red
blue
blue
blue
blue
blue
blue
blue
red
red
red
red
blue
red
red
red
red
blue
red
red
blue
red
red
red
red
blue
red
blue
red
gray
red
red
red
red
red
red
red
blue
red
red
red
red
red
red
red
red
blue
red
blue
blue
red
blue
blue
red
blue
blue
blue
blue
blue
blue
blue
blue
red
blue
red
blue
blue
red
blue
red
red
red
blue
blue
red
red
red
red
blue
blue
blue
blue
blue
red
blue
red
red
red
blue
red
red
blue
red
blue
blue
red
blue
blue
blue
blue
red
blue
red
blue
blue
red
red
red
blue
blue
blue
blue
blue
red
red
red
red
red
red
red
red
blue
red
blue
blue
red
red
blue
red
blue
red
red
blue
red
red
red
blue
blue
red
red
red
red
red
red
red
red
red
blue
blue
red
blue
blue
blue
blue
blue
blue
red
red
red
blue
blue
blue
blue
blue
red
red
red
blue
red
red
red
red
red
blue
blue
red
red
red
red
blue
blue
blue
red
red
red
red
blue
red
blue
blue
red
red
red
red
red
blue
red
blue
red
red
red
red
blue
blue
blue
blue
blue
blue
blue
blue
blue
blue
blue
blue
blue
red
red
red
blue
blue
blue
blue
blue
blue
red
blue
blue
blue
red
red
red
blue
blue
blue
blue
blue
blue
blue
blue
red
blue
blue
blue
red
red
red
blue
red
blue
blue
blue
blue
blue
blue
blue
blue
blue
blue
red
blue
blue
blue
red
red
red
blue
red
red
red
red
red
red
red
red
red
blue
blue
red
blue
blue
blue
blue
red
red
blue
blue
blue
red
red
blue
red
red
red
