-2.680963049789159306e-04,-3.443197533474226735e-05
2.574591098121949031e-04,2.771928893325473613e-05
3.108487611595627496e-04,2.206919252377758520e-05
-2.687335301483742057e-04,-3.766764497020076572e-05
-2.558088085686348453e-04,-1.741923874051152526e-05
-2.572917835975794968e-04,3.051786549351997123e-05
2.747703690598594689e-04,3.898751878688021971e-05
2.885170736518900499e-04,2.700419512444884640e-05
-2.564732852904432966e-04,-1.703881900491496513e-05
2.966612697366807294e-04,5.028354375047893135e-06
3.009982055416683417e-04,3.247574725255861450e-05
2.753557859647081068e-04,1.702618733750348046e-05
-2.585415157816894297e-04,-1.412435306396593045e-05
2.956651880815737215e-04,2.485264719364252474e-05
2.949554299909053602e-04,3.351019070034037546e-05
-2.546792587989768833e-04,-6.049275454322345954e-06
-2.645232028673832263e-04,-2.409075727357201674e-05
3.616928929538551106e-04,2.518231689640562180e-05
2.821054775159966845e-04,1.447941705256054294e-05
-2.518914718043028383e-04,-8.372010571192913417e-06
2.939672455621003436e-04,1.580441883664832915e-06
2.654552045490323332e-04,5.437411170308032311e-05
2.848123190004675986e-04,3.914390354595507728e-05
2.888209566975220009e-04,4.998469350319057820e-05
3.214163286717102233e-04,3.052353208685654152e-05
2.889412544143000897e-04,1.628030098499947344e-05
-2.681607151546913062e-04,2.978556344109098802e-05
2.918336482568090412e-04,3.008685915796632468e-05
2.985363267656633720e-04,1.583484398368217787e-05
3.039069566455069519e-04,2.664886802901785535e-05
2.867719157262375233e-04,2.502332778168925661e-05
3.014363514762725439e-04,1.370086870028269380e-05
2.923995098446165479e-04,1.890354639921358593e-05
2.929706422667517542e-04,2.965659379547548236e-05
2.967027044763417159e-04,1.663769241967741512e-05
2.849492384338348492e-04,3.504802408783710607e-05
2.952068898650194589e-04,2.391755398379990570e-05
-2.507604780080958246e-04,-2.049053859253033153e-05
-2.563564328383500244e-04,-1.449432618275497717e-05
2.859984934346948863e-04,3.242692169481163676e-05
2.974444685544990266e-04,1.917655599420225088e-05
3.019215658154495319e-04,1.917429806842880168e-05
2.908152049019279849e-04,2.684701855547535178e-05
2.733276142767316610e-04,1.950372487180147807e-05
2.897628002087470787e-04,1.900182803985270180e-05
-2.605812932870334034e-04,-1.115516851078710352e-05
2.921746434361004868e-04,1.951986098752723917e-05
-2.764295242067695371e-04,-2.999804381591566124e-05
2.888711121670019298e-04,1.747262092206851701e-05
-2.598932901641266943e-04,-2.037439132237590621e-05
2.992503271289262520e-04,2.959507693294861544e-05
2.655287905948488202e-04,4.414057835525999935e-05
-2.415026918784912594e-04,-1.177920649407003932e-05
3.114874581181727316e-04,1.719955451191210486e-05
3.013124048663150386e-04,1.609824120677654462e-05
-2.600827853753020862e-04,-2.107339418357265386e-05
2.658149085817630079e-04,3.003015279190662131e-05
2.797805860907991919e-04,2.933407736104622640e-05
2.952542148474548793e-04,1.867007864310698609e-05
2.857570044209727382e-04,3.133149435439520382e-05
-2.587203568951917747e-04,-1.720369635827086573e-05
-2.558880557472155057e-04,-2.089617520129843011e-05
2.918414961009057848e-04,3.533739198322351260e-05
-2.562770110279496711e-04,-1.565472161022995044e-05
1.946613877571018978e-04,3.939137272364005214e-07
-2.637783452717731890e-04,-2.733790009965339027e-05
2.978904792299467779e-04,9.700313415605243335e-06
2.919059236888855969e-04,1.805203622945358291e-05
2.837637141294397465e-04,4.134420246645904010e-05
-2.567495511598797981e-04,-2.351723958437169535e-05
-1.229370090898420438e-04,1.867831435024697986e-04
2.819931620786142782e-04,3.699836659768463001e-05
1.450044424769404868e-04,-1.763774036962169941e-04
-1.237104483266347884e-04,1.866071328328179439e-04
3.002329751181303879e-04,1.536042545955153667e-05
1.475751159964291189e-04,-1.879969037377256127e-04
-2.530869336630258760e-04,-2.540305703625321662e-05
-1.252472533215515766e-04,1.892335846212715006e-04
